Facility Name,Company Name,Customer Facility Id,Tenant ID,Street Address Line 1,Street Address Line 2,Street Address City,Street Address State,Street Address Zip Code,Facility ID
Vista Ford Lincoln Woodland Hills ,Vista Auto,b7f953ef-a8cb-4ba5-a173-88a44b144343,018fec99-8a8f-4b02-921d-421a8792f4e9,21501 Ventura Blvd,,Los Angeles,CA,91364,b7f953ef-a8cb-4ba5-a173-88a44b144343
