Facility ID,Tenant ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature,Unnamed: 11
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,b1181fa7-5c7a-4ae2-ba28-aad08dc43d23,c857cf87-bc3c-49cf-88b5-7860e1c583f3,8911bbbe-536b-4155-a742-eeb3aea35bd3,GALLONS,0.0,PLASTIC_BOTTLE,Chemical cabinet service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,7f5fb537-6c39-44b2-92f0-8b4f8d92e1b4,55c106ae-f792-4493-91c2-379c53eb55a4,d892b0d6-04b2-4173-b2c7-90265038edb1,GALLONS,0.0,PLASTIC_BOTTLE,Service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,0dc558e9-2e3b-4c0c-aded-066ddc47c913,3292850f-52fe-4d4f-b526-288a235d67f2,c8847a07-abd4-4bad-b4ce-f54d83dc39bf,GALLONS,0.0,PLASTIC_BOTTLE,Chemical cabinet service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,90aa9a99-49ea-4525-8345-80b7273d455e,b4cfd615-3ecd-493b-a5de-2ab891fcda15,87e5e30f-508c-4f11-b3ca-59cb27851dda,GALLONS,0.0,PLASTIC_BOTTLE,Chemical cabinet service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,fdb1abe8-2666-4637-9f6e-847acb6290b6,98c36619-e14b-469e-aba1-40e3b885a994,3c643f25-fdcc-4af9-a207-49fd4b1a2105,GALLONS,0.0,PLASTIC_BOTTLE,Chemical cabinet service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,73643fd2-6981-4a46-9fe9-e2e9e07a2cfe,a32ba0ac-e410-486e-83f3-1f347ff0f2c7,34c41de4-6c0c-4f21-82d0-df326ccf4411,GALLONS,0.0,PLASTIC_BOTTLE,Northwest corner of service area,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,d157ca88-03c9-4cbd-9981-fff0f83888af,10609bf8-dde3-442b-861c-a26a73acd7cd,507ca565-01d6-4d67-a56d-76bd9e7437e0,GALLONS,0.0,PLASTIC_BOTTLE,Service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,465ef90e-7966-4c45-b38b-b4c5c9b68538,9a61e5f1-9c99-469d-8ae3-2b0eea698f02,8241868e-696f-4f23-9c91-19d06b14c0aa,GALLONS,0.0,PLASTIC_BOTTLE,Chemical cabinet service area north wall,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,de0440fd-b405-412b-bfff-ec1457575608,32b68dc9-0ee2-4446-80e1-d47fc12cfd8c,995f14bf-3eb1-47e4-a1d1-5a71e454f6fa,GALLONS,0.1875,PLASTIC_BOTTLE,parts on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,2e8d2e8b-ae8a-4b65-9d52-f848c47dc52c,eb6eb9d1-675d-4333-b525-468ae824ded8,5da7bbda-ff2d-49b8-bd18-c86d461b16ae,GALLONS,0.09375,PLASTIC_BOTTLE,parts on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,feb27335-0f82-4526-a5e2-198963e287e0,76031dc1-5d5e-425b-b17d-903fb52884c7,89ae9230-9f4c-4b93-9a3a-6b4afeeaa172,GALLONS,0.09375,PLASTIC_BOTTLE,parts on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
d81be489-4583-47bc-9bf3-18ce259df7cd,5aa8feab-9558-4b1b-963e-051e14c05b3b,4ad5f957-ddba-4b92-8dac-851e56537f65,6c36d6a4-4095-4fe9-82d0-e7d6f1a0739a,ec3a6ed2-9945-4652-940a-b1ddbf6e8831,GALLONS,0.09375,PLASTIC_BOTTLE,parts on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
