Facility Id,Tenant ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,1ab8db69-6498-4b96-8a82-d9b75629f179,27023916-73f5-4a4f-955c-9861b29aa8e2,a75cea4e-f014-4a4a-917f-2832a5a58274,QUARTS,0,PLASTIC_BOTTLE,all over the service bay,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,5755688c-3d41-4b86-baa8-d66c0d4546bf,8a51b37a-a638-4265-b9ec-df19bede7ce4,b469c079-aac2-466c-a0cd-29e04af47ce6,GALLONS,0,PLASTIC_BOTTLE,South end of shop on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,9caf3fa3-1870-4dd6-b3cb-b4b8b4abfda4,9e1b0f7b-ebb5-4586-ad26-2ab5223b1d6a,63da621b-1f38-4b37-abe8-e25a0a62e191,GALLONS,0,TANK_INSIDE_BUILDING,Blue tank on north side of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,667b565b-de2a-4707-b8ac-54bfcf3a1aec,125b24f0-af86-4ca1-b71a-8108d6745ec6,e47c7c62-9999-4da4-9151-ea02a7292e38,OUNCES,0,CYLINDER,Middle of shop on bench,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,9f693d22-19ed-4f0f-a0c8-294b4d22d696,b1b50f54-e1bd-458f-b68f-7b0c81f225b8,8ca90d7c-b9c0-4190-b497-38725e3c43f8,QUARTS,0,PLASTIC_BOTTLE,Middle of shop on bench,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,ddea7347-db96-478a-8d4b-051575898d43,d821da9c-68ee-48c5-8dd7-c909cf9982e6,f150c7cd-efd3-48c5-96bd-65e8768950f2,GALLONS,0,STEEL_DRUM,North storage room between main shop and rear shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
063ce704-6f2e-4887-9e08-104a1066e815,42599128-1507-4fc5-8f1d-b5162e3ec1b5,ecea6391-66da-4181-89b4-09c2646654bc,a1d03077-a8f9-4006-9360-8a6e0ef92e23,ca485b34-8d2e-4a99-a0b6-cebea607745f,GALLONS,0,PLASTIC_BOTTLE,middle of service bay,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
