Maximum Number of Occupants,Dun & Bradstreet Number,Facility Name,Company Name,Customer Facility Id,Tenant ID,Street Address Line 1,Street Address Line 2,Street Address City,Street Address State,Street Address Zip Code,Facility ID,Facility Phone Number,Facility 24h Phone Number
32,na,Haddad Subaru of St. Albans,Haddad Auto Group,302fadd2-a5cb-42d4-b669-79ffd3742cba,7bdd902f-2bf3-48c8-bebf-316f2efa4b63,431 Swanton Rd,,St Albans City,VT,05478,302fadd2-a5cb-42d4-b669-79ffd3742cba,(413) 997-2277,(413) 717-5612
25,NA,Haddad Hyundai,Haddad Auto Group,9a1d0cea-536a-4d84-87a3-26f38bc8c688,7bdd902f-2bf3-48c8-bebf-316f2efa4b63,689 East Street,,Pittsfield,MA,01201,9a1d0cea-536a-4d84-87a3-26f38bc8c688,(413) 242-0150,(413) 242-0187
28,na,Haddad Collision Center,Haddad Auto Group,48ba5240-e847-42df-8d99-05b68b6a0e4d,7bdd902f-2bf3-48c8-bebf-316f2efa4b63,40 Downing Industrial Parkway,,Pittsfield,MA,01201,48ba5240-e847-42df-8d99-05b68b6a0e4d,(413) 445-4535,(413) 445-4535
71,137968749,Haddad Toyota,Haddad Auto Group,301348ed-01a8-485b-822e-a2f3fdf08995,7bdd902f-2bf3-48c8-bebf-316f2efa4b63,130 Lenox Rd.,,Pittsfield,MA,01240,301348ed-01a8-485b-822e-a2f3fdf08995,(413) 442-1584,(413) 242-0187
60,na,Haddad Subaru,Haddad Auto Group,e4b02c93-53d5-4182-a879-22884d8316f9,7bdd902f-2bf3-48c8-bebf-316f2efa4b63,652 East Street,,Pittsfield,MA,01201,e4b02c93-53d5-4182-a879-22884d8316f9,,
