Facility Chemical ID,Facility ID,Chemical ID,Reporting Year,Max Amount,Average Amount,Max Amount Largest Container,Unit,Days On Site,Has Confidential Storage Locations?,Always report this chemical even when it is below reporting thresholds
6c6fe111-5090-44ff-90b5-914a5e94e045,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,6c6fe111-5090-44ff-90b5-914a5e94e045,2023,0,0,0,GALLONS,365,FALSE,TRUE
074ca0a6-7bda-485c-a58c-ece527fa183b,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,074ca0a6-7bda-485c-a58c-ece527fa183b,2023,0,0,0,GALLONS,365,FALSE,TRUE
d16acd13-3517-44ad-b001-5cf64e94f5b5,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,d16acd13-3517-44ad-b001-5cf64e94f5b5,2023,0,0,0,GALLONS,365,FALSE,TRUE
7b82b83a-701d-4c96-b593-76c8a11815c6,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,7b82b83a-701d-4c96-b593-76c8a11815c6,2023,0,0,0,GALLONS,365,FALSE,TRUE
18d6fb58-3996-4d50-a5e1-09dbe80bbfb4,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,18d6fb58-3996-4d50-a5e1-09dbe80bbfb4,2023,0,0,0,GALLONS,365,FALSE,TRUE
34f70028-f1a4-4621-9b6f-db911d727dd6,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,34f70028-f1a4-4621-9b6f-db911d727dd6,2023,0,0,0,GALLONS,365,FALSE,TRUE
d5273d47-563b-49f4-a010-1d116a1cd25e,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,d5273d47-563b-49f4-a010-1d116a1cd25e,2023,0,0,0,GALLONS,365,FALSE,TRUE
214088de-7213-4102-9bc5-3b1bc03dcffd,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,214088de-7213-4102-9bc5-3b1bc03dcffd,2023,0,0,0,GALLONS,365,FALSE,TRUE
31d1e477-b36c-463a-a0e2-1f4820650aff,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,31d1e477-b36c-463a-a0e2-1f4820650aff,2023,0,0,0,GALLONS,365,FALSE,TRUE
5f47d5d0-0de0-494f-9776-9f14c0b18f6f,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,5f47d5d0-0de0-494f-9776-9f14c0b18f6f,2023,0,0,0,GALLONS,365,FALSE,TRUE
67a6c854-142a-4811-ace6-11951daa6c29,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,67a6c854-142a-4811-ace6-11951daa6c29,2023,0,0,0,GALLONS,365,FALSE,TRUE
9b16bb94-ca8b-47e9-ace4-94a6a472cc7f,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,9b16bb94-ca8b-47e9-ace4-94a6a472cc7f,2023,0,0,0,GALLONS,365,FALSE,TRUE
f576ce3e-0cd9-43d3-a760-12004047d3b2,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,f576ce3e-0cd9-43d3-a760-12004047d3b2,2023,0,0,0,GALLONS,365,FALSE,TRUE
8c6f990e-ef39-400b-bf25-05e8ed325445,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,8c6f990e-ef39-400b-bf25-05e8ed325445,2023,0,0,0,GALLONS,365,FALSE,TRUE
ddcbfa42-5fc4-414f-ba4c-9481ff5e06ca,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,ddcbfa42-5fc4-414f-ba4c-9481ff5e06ca,2023,0,0,0,GALLONS,365,FALSE,TRUE
9a98a9e3-45a2-4646-ba58-71bca31e7fc1,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,9a98a9e3-45a2-4646-ba58-71bca31e7fc1,2023,397,397,397,CUBIC_FEET,365,FALSE,TRUE
3483a027-dfb5-402e-a4af-7fc1a5ff756f,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,3483a027-dfb5-402e-a4af-7fc1a5ff756f,2023,0,0,0,GALLONS,365,FALSE,TRUE
5a1a502f-ca7c-4294-be2c-4a1e58022d58,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,5a1a502f-ca7c-4294-be2c-4a1e58022d58,2023,0,0,0,GALLONS,365,FALSE,TRUE
711943c2-d141-4218-b1d0-ff80b39975e6,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,711943c2-d141-4218-b1d0-ff80b39975e6,2023,0,0,0,GALLONS,365,FALSE,TRUE
78b7d6d9-6c1b-4e8e-a275-0536e6007bc6,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,78b7d6d9-6c1b-4e8e-a275-0536e6007bc6,2023,0,0,0,GALLONS,365,FALSE,TRUE
3572a26e-f0b5-45a6-9f4b-537080ad01a7,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,3572a26e-f0b5-45a6-9f4b-537080ad01a7,2023,0,0,0,GALLONS,365,FALSE,TRUE
03a1f46f-7eef-4386-831d-596de684311c,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,03a1f46f-7eef-4386-831d-596de684311c,2023,0,0,0,GALLONS,365,FALSE,TRUE
ccd2f213-21c9-486a-9c1e-4bb426655d26,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,ccd2f213-21c9-486a-9c1e-4bb426655d26,2023,0,0,0,GALLONS,365,FALSE,TRUE
c25bd4c5-5f4b-4224-9130-bd9f21d1c52a,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,c25bd4c5-5f4b-4224-9130-bd9f21d1c52a,2023,0,0,0,GALLONS,365,FALSE,TRUE
18ceda4c-75fd-4b7e-b5e0-2122b92db8f0,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,18ceda4c-75fd-4b7e-b5e0-2122b92db8f0,2023,145,145,145,CUBIC_FEET,365,FALSE,TRUE
f58c4f87-1b9f-4578-8dd7-794ad56adc35,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,f58c4f87-1b9f-4578-8dd7-794ad56adc35,2023,0,0,0,GALLONS,365,FALSE,TRUE
b540603f-d32a-44f4-9ec1-de6edf5822dd,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,b540603f-d32a-44f4-9ec1-de6edf5822dd,2023,0,0,0,GALLONS,365,FALSE,TRUE
0835885d-6eae-47e8-87be-656b327ed17d,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,0835885d-6eae-47e8-87be-656b327ed17d,2023,0,0,0,GALLONS,365,FALSE,TRUE
f5e52940-f35e-4e23-843b-539952704202,eee4eeff-59df-4c2a-b32e-4cc2ffd653bc,f5e52940-f35e-4e23-843b-539952704202,2023,0,0,0,GALLONS,365,FALSE,TRUE
