Facility Chemical ID,Facility ID,Chemical ID,Reporting Year,Max Amount,Max Amount Code,Average Amount,Average Amount Code,Max Amount Largest Container,Unit,Days On Site,Has Confidential Storage Locations?,Always report this chemical even when it is below reporting thresholds
01a576b5-25ce-5d5c-803a-fca1dd992b62,b66a0187-e901-4d48-8539-4c9270e7180c,6cf9234f-43a6-498f-889e-d353bc9adeba,2023,75.0,1,75.0,1,75.0,POUNDS,365,FALSE,TRUE
ba734255-9ac4-5461-8e41-eb364b35f27d,b66a0187-e901-4d48-8539-4c9270e7180c,45d9f40f-ace3-492a-9cb6-2988f1abc5f3,2023,50.0,1,50.0,1,50.0,POUNDS,365,FALSE,TRUE
1192b9e3-0343-5cc4-9bc3-fb597c0775f5,b66a0187-e901-4d48-8539-4c9270e7180c,1b5dcd64-a55c-40f6-8be0-307059992577,2023,55.0,1,55.0,1,55.0,GALLONS,365,FALSE,TRUE
ccf8f184-8ff6-551c-9dd1-576f2300bb41,b66a0187-e901-4d48-8539-4c9270e7180c,4f3b2eb5-fa97-4afc-90c3-3f96279204b5,2023,300.0,2,300.0,2,300.0,POUNDS,365,FALSE,TRUE
e7b3aa21-81e8-5ed4-9379-7ca516a50036,b66a0187-e901-4d48-8539-4c9270e7180c,b1e1f02c-15e8-457b-9b3a-e08ae1fe0cbe,2023,180.0,2,180.0,2,180.0,POUNDS,365,FALSE,TRUE
e5463bed-4b88-5b8f-9bb8-90638d4d26cf,b66a0187-e901-4d48-8539-4c9270e7180c,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,0.078125,1,0.03125,1,0.078125,GALLONS,365,FALSE,TRUE
ec29a610-670c-592f-b169-57cb4999050c,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,12.5,1,12.5,1,12.5,GALLONS,365,FALSE,TRUE
a52b7999-d705-561b-aed5-1572bf5defc7,dcc55b73-0822-47e8-a18a-97561dbf735f,60070f8a-5ebe-445a-95a7-7a07398cbb7a,2023,10.0,1,10.0,1,10.0,POUNDS,365,FALSE,TRUE
b91605f9-9f67-5b3d-a322-96cbf851b582,dcc55b73-0822-47e8-a18a-97561dbf735f,ae38acb4-15a1-4dee-ad99-674402301172,2023,240.0,2,120.0,2,2.0,POUNDS,365,FALSE,TRUE
d28da352-3d9a-509f-8874-6de170817dc4,dcc55b73-0822-47e8-a18a-97561dbf735f,d16d3bd3-c6a6-4e2c-a65a-51c9c08d2eed,2023,120.0,2,120.0,2,120.0,LITERS,365,FALSE,TRUE
e1ec121e-07d6-52d3-a4e1-0393942694a2,dcc55b73-0822-47e8-a18a-97561dbf735f,35dd7569-07f4-4b50-9036-ad5648df37e5,2023,500.0,3,500.0,3,500.0,GALLONS,365,FALSE,TRUE
a0e8616f-3447-555b-b903-3ced6999ef1f,dcc55b73-0822-47e8-a18a-97561dbf735f,1732d325-3968-4088-bbd7-b7798e08abe5,2023,120.0,2,120.0,2,120.0,GALLONS,365,FALSE,TRUE
fd6a1a62-15c4-578e-a4b0-0ffdbb3f6691,dcc55b73-0822-47e8-a18a-97561dbf735f,1b5dcd64-a55c-40f6-8be0-307059992577,2023,200.0,2,200.0,2,200.0,GALLONS,365,FALSE,TRUE
c70d4b31-e414-5902-b140-fa77952667f5,dcc55b73-0822-47e8-a18a-97561dbf735f,7fb00770-2f88-4a31-acdb-4aa58389788a,2023,240.0,2,240.0,2,240.0,LITERS,365,FALSE,TRUE
56f0c3c2-33bd-5cf3-8d8e-2a288db979a3,dcc55b73-0822-47e8-a18a-97561dbf735f,9df4f617-8e81-4d94-b388-701d46811c63,2023,360.0,2,360.0,2,360.0,GALLONS,365,FALSE,TRUE
2d53c3bc-0a38-53d4-bb15-5e7243adcb39,dcc55b73-0822-47e8-a18a-97561dbf735f,9ac1cd6a-1b2f-4009-9f45-15c30789b2e9,2023,10.0,1,10.0,1,10.0,GALLONS,365,FALSE,TRUE
3a2bedbf-8405-5f18-be1d-2db35b8bdda6,dcc55b73-0822-47e8-a18a-97561dbf735f,1ea66df5-0671-4ea3-82ec-b38d6f874ddd,2023,240.0,2,240.0,2,240.0,GALLONS,365,FALSE,TRUE
56fddf00-95a7-5ba3-96a3-7e1959571bf8,dcc55b73-0822-47e8-a18a-97561dbf735f,ed874546-3dbb-4d13-8363-b3e42bc1052b,2023,120.0,2,120.0,2,120.0,POUNDS,365,FALSE,TRUE
521945a2-1437-56b9-bfc5-eaf627f84afc,dcc55b73-0822-47e8-a18a-97561dbf735f,fbed212d-1ced-4bc9-851b-02658a89c132,2023,60.0,1,30.0,1,0.5,GALLONS,365,FALSE,TRUE
b2d40e9b-d9af-5abf-80a7-108f09ba694f,dcc55b73-0822-47e8-a18a-97561dbf735f,1936c811-91fc-4d83-a410-d532c5f74a7f,2023,600.0,3,600.0,3,4.0,POUNDS,365,FALSE,TRUE
2579061d-9f90-5426-a7b1-bf88e57e81cd,dcc55b73-0822-47e8-a18a-97561dbf735f,94ffd1f5-f6f8-4c3a-9c2f-c7ee92f607f9,2023,1500.0,4,1500.0,4,1500.0,GALLONS,365,FALSE,TRUE
e476455c-3ae4-598a-9d2f-7b57d671a8c3,dcc55b73-0822-47e8-a18a-97561dbf735f,096c2a37-33e8-46b6-a681-207adc482663,2023,240.0,2,120.0,2,2.0,POUNDS,365,FALSE,TRUE
aa01760e-43e1-5b70-aee8-f9746454008c,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,12.5,1,12.5,1,12.5,GALLONS,365,FALSE,TRUE
92569cc9-9657-51d5-b328-baf20d59ecb2,dcc55b73-0822-47e8-a18a-97561dbf735f,9745dde9-55e0-4d14-9ab1-d13da5cd4079,2023,10.0,1,10.0,1,10.0,GALLONS,365,FALSE,TRUE
9d7cd86a-0d71-58df-9b2f-97e6b61ce6b3,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,1000.0,4,1000.0,4,1000.0,GALLONS,365,FALSE,TRUE
7ef05e0c-63ec-573a-8a5f-3956901951a3,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,25.0,1,25.0,1,25.0,GALLONS,365,FALSE,TRUE
