Facility ID,Tenant ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature
b3d647cf-9a8c-48b4-b17e-718550bdd480,149a9990-f0b9-40e1-84a2-4689c3e8db1f,482e3610-34a5-4372-857c-17581d52a29f,d95c2e00-578c-429a-be07-53c63f043752,a3d1f978-a82b-495f-a274-964f414966a0,GALLONS,1.0,PLASTIC_BOTTLE,Southwest Body Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
b3d647cf-9a8c-48b4-b17e-718550bdd480,149a9990-f0b9-40e1-84a2-4689c3e8db1f,15e646e1-5bbe-4516-b151-026cf6e1fff3,d8905ee7-40f0-420f-bfbc-c84a62352116,c673447b-e489-4c6c-86a6-6100c2f05599,GALLONS,1.0,PLASTIC_BOTTLE,Southwest Body Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
b3d647cf-9a8c-48b4-b17e-718550bdd480,149a9990-f0b9-40e1-84a2-4689c3e8db1f,d36e5410-45d2-4ab2-af74-6dbd5142727c,3360c8cb-1497-46f5-baf4-51707e4947b7,bb962675-f77a-4617-832e-461bf3cfb246,GALLONS,1.0,PLASTIC_BOTTLE,Southwest Body Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
b3d647cf-9a8c-48b4-b17e-718550bdd480,149a9990-f0b9-40e1-84a2-4689c3e8db1f,4a4e43e6-1a25-434b-b4de-bc6cad2c5358,3d21852c-c75a-4455-ac10-c121428d91a8,d694d3b8-4320-437c-ae9b-087bf5b1421a,GALLONS,1.0,PLASTIC_BOTTLE,Southwest Body Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
b3d647cf-9a8c-48b4-b17e-718550bdd480,149a9990-f0b9-40e1-84a2-4689c3e8db1f,605a34d3-6bb7-4645-822f-fbb0359346f3,ecffbe64-d773-49bf-83b1-abf9ff1209d8,d3626a8d-ce49-4b3d-bd47-8cff30480da1,GALLONS,1.0,PLASTIC_BOTTLE,Southwest Body Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,0972f465-e392-4a78-9b1b-e8fe6d359642,7981c5af-496a-4c35-950e-b07189dd09e7,97817ca7-1f4b-4a4f-8448-a1c147346fa1,GALLONS,0.0,PLASTIC_BOTTLE,Backside of dealership,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,2a072564-44b8-4943-8df4-41acbc15cec4,cd8cb400-2f8f-403a-87bb-1e07a4f3a93e,4bf7503f-c318-49a8-9c7c-289173aeafec,GALLONS,275.0,ABOVEGROUND_STORAGE_TANK,On mechanics desk,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,ca8d88d9-47b9-4b75-8f1a-db0ca94b3287,c70df5ac-8c6d-4d13-8990-9ca55bff74e8,a39114c4-46e3-4cfa-8c46-0d23c8a5c623,GALLONS,275.0,ABOVEGROUND_STORAGE_TANK,Backside of dealership,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,724d40c4-15de-43f0-9ccc-d4a694b15ca6,45b533a1-6021-47e7-b98d-f6d91b2ce1b1,5a2aed1e-12e6-4747-bdf7-bd086f4b69c8,GALLONS,0.1171875,CAN,Mechanic area,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,d150d2c3-5f2e-48bf-845c-79d38faed76e,07799749-09a9-457e-851e-b059848881cc,8b56af93-5289-4038-bda2-9c4427b131dc,GALLONS,1.0,PLASTIC_BOTTLE,Mechanic desk,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,c6020495-4e68-4911-be71-3030c59f00bb,53b7c64b-af7c-4abf-a43f-041052beee62,c0ad3a50-8c08-4748-bc62-4ed240592b11,GALLONS,1.0,PLASTIC_BOTTLE,Mechanics desk,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,72040c1b-ebbb-4af1-aef8-0f10c126881b,c43f2e60-c35c-4886-8c36-1870ba8bb371,f1542ff5-b66c-4afa-9fba-bef1f077fe7d,GALLONS,1.0,PLASTIC_BOTTLE,Mechanics desk,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
cb9a728c-1094-464d-9869-c45d2d2d1ea2,149a9990-f0b9-40e1-84a2-4689c3e8db1f,a952db05-1529-45f2-a993-2e582d1c8061,49ba2a3b-366c-472f-ad90-5e3a22ddf004,6691fd66-73c1-48e1-9199-de7f542579a6,GALLONS,1000.0,ABOVEGROUND_STORAGE_TANK,Backroom storage,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,0de4fabc-7941-4da3-b4dc-80a04de1fc4f,ef2b151d-b066-4727-bb10-1540a8b5ade1,a10defc9-a325-410c-8033-af6610fc8d36,GALLONS,1.0,PLASTIC_BOTTLE,Rear of dealership,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,2f23fcb7-53f6-497d-b07a-e5e0b5eff8dc,10294b22-4111-42b8-8f44-d45f9876eeb4,cf61a2a5-5599-48a3-a1c2-1fef361f003b,GALLONS,0.25,PLASTIC_BOTTLE,Rear of dealership,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,f82cc23d-2972-423b-bb3c-2e1a81801275,76fc9e78-70de-4341-a728-6bbddb1b3385,cb25f12d-6131-46d3-a1bf-7bdf8992e783,GALLONS,0.125,CYLINDER,In parts department,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,6885d35e-a95a-4586-83a2-2331b7e55c75,6cf0be87-06db-465b-8a75-424a87bef471,ff10b69b-7952-4c42-a118-ccfc3b4a7f5a,GALLONS,0.046875,CAN,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,0fa9a06e-f026-4e67-a9c9-d726a7a780be,c5fa48b8-a3e7-4328-91ce-e9a44d09db09,504fdca0-36d0-41f4-a5b3-cdf008210c4d,POUNDS,50.0,BAG,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,3e82836d-cb66-400a-b3a1-97ecd7bb2f17,f903b147-c8e3-47ec-bf8d-89dc7138b906,46b9582f-09a2-4028-8b32-30ee5034d0c3,POUNDS,30.0,CYLINDER,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,a648e574-cd72-4403-bfb5-76fb4bca6751,c317b339-16c0-4d4b-a66b-0069afda29b1,b5a65e21-a5ea-4b43-a27f-689c4489f4df,GALLONS,1275.0,ABOVEGROUND_STORAGE_TANK,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,b4ab1dbc-9a94-420d-bfba-898f461ee568,a2c116c7-0935-4616-8774-5b339068a049,dc4aa2c1-f4c0-4cff-9dc8-2556e430f516,GALLONS,550.0,ABOVEGROUND_STORAGE_TANK,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
c8f13f45-932c-46ff-8b82-b459d201e469,149a9990-f0b9-40e1-84a2-4689c3e8db1f,04bb98d3-295e-4fb9-aa39-44e613a5aae3,350a9f56-aa00-4f30-a0a4-5281f0120258,53bb0ce0-80ad-4b12-bf75-12d374c04ff7,GALLONS,0.0,PLASTIC_BOTTLE,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
