Facility Chemical Id,Facility Id,Chemical Id,Reporting Year,Max Amount,Average Amount,Max Amount Largest Container,Unit,Days On Site,Has Confidential Storage Locations?,Always report this chemical even when it is below reporting thresholds
8f29dfed-c702-4c5b-b6ae-d2c16c20f69c,5bf7854b-39a1-4908-bc88-8751d2f532b4,8f29dfed-c702-4c5b-b6ae-d2c16c20f69c,2023,null,null,22,OUNCES,365,FALSE,TRUE
da467bf7-b6c0-4195-a9f8-3a02d93f1d06,5bf7854b-39a1-4908-bc88-8751d2f532b4,da467bf7-b6c0-4195-a9f8-3a02d93f1d06,2023,null,null,1000,OUNCES,365,FALSE,TRUE
4ebb2f00-5676-45d0-b9d3-f83d72dd9500,5bf7854b-39a1-4908-bc88-8751d2f532b4,4ebb2f00-5676-45d0-b9d3-f83d72dd9500,2023,null,null,1,GALLONS,365,FALSE,TRUE
81fdde31-ddfc-4d33-8464-d78dd16d5fa8,5bf7854b-39a1-4908-bc88-8751d2f532b4,81fdde31-ddfc-4d33-8464-d78dd16d5fa8,2023,null,null,10,OUNCES,365,FALSE,TRUE
9ac89b52-1f9c-4594-8d83-c4df707287ef,5bf7854b-39a1-4908-bc88-8751d2f532b4,9ac89b52-1f9c-4594-8d83-c4df707287ef,2023,null,null,6,GALLONS,365,FALSE,TRUE
78454019-521f-40cf-b60c-9842f6c1e475,5bf7854b-39a1-4908-bc88-8751d2f532b4,78454019-521f-40cf-b60c-9842f6c1e475,2023,null,null,6,GALLONS,365,FALSE,TRUE
4f585d04-34f2-49a9-8f66-4572dabb1e84,5bf7854b-39a1-4908-bc88-8751d2f532b4,4f585d04-34f2-49a9-8f66-4572dabb1e84,2023,null,null,55,GALLONS,365,FALSE,TRUE
8dfc8d31-4715-4fcb-b15c-293775c7b784,5bf7854b-39a1-4908-bc88-8751d2f532b4,8dfc8d31-4715-4fcb-b15c-293775c7b784,2023,null,null,1200,GALLONS,365,FALSE,TRUE
f08aa55a-465a-4557-bb80-630363e95471,5bf7854b-39a1-4908-bc88-8751d2f532b4,f08aa55a-465a-4557-bb80-630363e95471,2023,null,null,6,GALLONS,365,FALSE,TRUE
b332f0ed-754e-419a-b55c-536dc80920cb,5bf7854b-39a1-4908-bc88-8751d2f532b4,b332f0ed-754e-419a-b55c-536dc80920cb,2023,null,null,55,GALLONS,365,FALSE,TRUE
dd4cb16b-a155-4ffb-af88-5f77c92cbc91,5bf7854b-39a1-4908-bc88-8751d2f532b4,dd4cb16b-a155-4ffb-af88-5f77c92cbc91,2023,null,null,10,GALLONS,365,FALSE,TRUE
51e576f9-66ba-4671-9b44-c30bef797499,5bf7854b-39a1-4908-bc88-8751d2f532b4,51e576f9-66ba-4671-9b44-c30bef797499,2023,null,null,1,POUNDS,365,FALSE,TRUE
3d91f535-c50e-4b92-a018-013c590d6aed,5bf7854b-39a1-4908-bc88-8751d2f532b4,3d91f535-c50e-4b92-a018-013c590d6aed,2023,null,null,40,POUNDS,365,FALSE,TRUE
4c96bad4-8a8a-437f-b7f4-60df447776fc,5bf7854b-39a1-4908-bc88-8751d2f532b4,4c96bad4-8a8a-437f-b7f4-60df447776fc,2023,null,null,1,GALLONS,365,FALSE,TRUE
9aa60d8c-076e-4f86-83c7-06198f950f7b,5bf7854b-39a1-4908-bc88-8751d2f532b4,9aa60d8c-076e-4f86-83c7-06198f950f7b,2023,null,null,10000,OUNCES,365,FALSE,TRUE
0923217c-cb92-48cd-88b2-1dfe09512683,5bf7854b-39a1-4908-bc88-8751d2f532b4,0923217c-cb92-48cd-88b2-1dfe09512683,2023,null,null,350,GALLONS,365,FALSE,TRUE
cbaa07da-3a98-4d1b-8308-a7681be93319,5bf7854b-39a1-4908-bc88-8751d2f532b4,cbaa07da-3a98-4d1b-8308-a7681be93319,2023,null,null,50,OUNCES,365,FALSE,TRUE
