Facility Id,Tenant ID
f6843fb5-b4fb-42f4-b50f-065170a20b7f,3e718b82-035d-435d-9395-69c6bb3779fe
11928744-6ab0-421b-836d-90d7038fc47a,3e718b82-035d-435d-9395-69c6bb3779fe
fd69228e-6744-45c5-a218-ecb0b10dabbf,3e718b82-035d-435d-9395-69c6bb3779fe
