Storage Location ID,Facility ID,Description,CA Map Number,CA Grid Number,OR Inside Outside,OR Storage Building,OR Storage Floor,OR Storage Area,OR Storage Room,OR Storage Quadrant
a9feb4a4-1b43-5c16-a921-c7f201394006,b1c07cd7-c38a-4ace-abca-3c5b77684491,Grey cabinet in parts dept near tire racks.,,,,,,,,
8a4956c6-4373-54a2-a9a0-083db0d81bee,b1c07cd7-c38a-4ace-abca-3c5b77684491,Grey parts dept cabinet near tire racks.,,,,,,,,
8859efb8-32d2-5697-b541-64b4a9200334,b1c07cd7-c38a-4ace-abca-3c5b77684491,Back corner of parts dept near parts manager's office.,,,,,,,,
9db2229e-7f01-5237-9e4b-15475653a011,b1c07cd7-c38a-4ace-abca-3c5b77684491,Storage rack adjacent to parts manager's office.,,,,,,,,
3376656b-600e-513c-9681-59e7b10d0bac,b1c07cd7-c38a-4ace-abca-3c5b77684491,Grey parts dept cabinet.,,,,,,,,
8aef63f8-e3d4-51dc-a80a-43bc4aa14253,b1c07cd7-c38a-4ace-abca-3c5b77684491,back corner of parts dept near parts manager's office.,,,,,,,,
a2d4f092-f0e7-574c-b57a-5fad99ee0fa8,b1c07cd7-c38a-4ace-abca-3c5b77684491,Parts dept tool room.,,,,,,,,
6faeeecd-0297-531c-ab60-b466be1eb168,b1c07cd7-c38a-4ace-abca-3c5b77684491,Each side of parts dept.,,,,,,,,
