Facility Chemical Regulatory Info ID,Facility ID,Chemical ID,Reporting Year,Key,Value,Extension Type,Jurisdiction
1ef645c2-f9ec-4b1a-b3ec-83328cf70a60,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,commonName,used motor oil,EPCRA,STATE_CA
c95d8d96-d115-4fe2-8c6e-76c74803018e,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,commonName,fuel additive,EPCRA,STATE_CA
ed814c52-6f1f-4432-9634-bc1da6828c8b,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,commonName,ac system cleaner/enhancer,EPCRA,STATE_CA
0124f3e1-55b1-4729-985d-4cce7d7b25c0,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,commonName,cooling system additivee,EPCRA,STATE_CA
103ccfaf-3a5e-4ec8-b31a-89a4eefaceea,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,commonName,brake fluid,EPCRA,STATE_CA
7c620ecf-88dd-4028-a89c-3c3d0432bff2,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,commonName,battery pads,EPCRA,STATE_CA
649a2c04-5c47-4c1f-910e-1dc4d280d036,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,commonName,fuel additive,EPCRA,STATE_CA
13fbd154-929f-4cec-9fd1-5fdbb9122245,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,commonName,brake fluid,EPCRA,STATE_CA
280382e9-dca9-4aee-8516-0d649fe771c4,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,commonName,brake fluid,EPCRA,STATE_CA
bc334c38-aa61-45e2-84c2-13b48cac9ec2,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,commonName,cooling system additivee,EPCRA,STATE_CA
c1a4efaf-2af0-48fd-8ff7-32c59969f7c2,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,commonName,cooling system additivee,EPCRA,STATE_CA
187778ba-cf98-47cc-959e-7f6fb91d4ed6,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,commonName,fuel additive,EPCRA,STATE_CA
664467ee-5551-424d-96a6-8c644c2251c5,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,commonName,aerosol cleaner,EPCRA,STATE_CA
646941be-e989-4bc2-a276-322f99b7e76f,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,commonName,fuel system stabalizer,EPCRA,STATE_CA
19e0139b-dd8e-403d-968b-0f678168e602,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,radioactive,no,EPCRA,STATE_CA
609153ef-4924-4d15-b5ca-5c470b6edeef,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,radioactive,no,EPCRA,STATE_CA
e928bfe3-3886-4609-979c-c6bf0207e87c,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,radioactive,no,EPCRA,STATE_CA
fa930d7b-2254-4c18-904a-8a0480192b3f,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,radioactive,no,EPCRA,STATE_CA
2ccefab7-f3d3-4b8f-9c16-51561d0e7bdf,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,radioactive,no,EPCRA,STATE_CA
f316e550-9c10-4d9d-8e3e-a1aa40b4e08e,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,radioactive,no,EPCRA,STATE_CA
77cec818-3501-41ed-b850-22765694c722,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,radioactive,no,EPCRA,STATE_CA
9f3be89f-776b-4b81-8b08-6fb4457cf673,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,radioactive,no,EPCRA,STATE_CA
cb8c728e-d6c1-488e-9458-05d9db488dad,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,radioactive,no,EPCRA,STATE_CA
fafe85a1-b9c3-4f44-af84-ea26a85ea20d,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,radioactive,no,EPCRA,STATE_CA
cd0369d9-f242-477d-9e3c-ab4cad05435f,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,radioactive,no,EPCRA,STATE_CA
92cc49ca-6f47-476e-bf4e-8e08df4e5b50,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,radioactive,no,EPCRA,STATE_CA
5b41a722-7711-4ebf-a4c2-b05df5596faf,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,radioactive,no,EPCRA,STATE_CA
bf4c2092-cc91-44cb-83a6-a725bb169e24,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,radioactive,no,EPCRA,STATE_CA
9214152a-7992-4520-85ef-76887f413a0d,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,curies,n/a,EPCRA,STATE_CA
fbb4f991-b79f-424d-bed8-441ae6d220b2,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,curies,n/a,EPCRA,STATE_CA
c37d05e5-b403-4d5c-be9c-68e3177d620a,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,curies,n/a,EPCRA,STATE_CA
8034ee01-74c7-4c73-a289-c826b40bce33,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,curies,n/a,EPCRA,STATE_CA
199feda8-263b-4db7-a52c-2b0843dc5a8d,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,curies,n/a,EPCRA,STATE_CA
b1e41875-ef9b-4cb8-8b26-942d4c5cafcb,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,curies,n/a,EPCRA,STATE_CA
63c667ec-f38c-4401-9b2f-d9a13cf81f2e,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,curies,n/a,EPCRA,STATE_CA
4ba64459-9179-4b67-9aae-a9492546c31e,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,curies,n/a,EPCRA,STATE_CA
589dd27a-3b01-4012-b8de-0d4a74150e89,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,curies,n/a,EPCRA,STATE_CA
c6649193-7af8-4ae1-a866-609f5c8a8141,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,curies,n/a,EPCRA,STATE_CA
32e21445-f4c3-4dfa-8122-7380e99369b0,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,curies,n/a,EPCRA,STATE_CA
e70c61f7-0037-4285-8dd5-5cb1822f8c30,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,curies,n/a,EPCRA,STATE_CA
745ba82a-1067-410e-bb72-d17b5b701e2e,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,curies,n/a,EPCRA,STATE_CA
35b11809-0d28-4833-800f-e29a0766dfce,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,curies,n/a,EPCRA,STATE_CA
12c60da4-11c4-4963-b023-4933f57eb491,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
541d3e73-b033-4ba3-aeff-a64e247f75af,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
c70cee06-a9b7-4e88-ae54-c885f897e0cb,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
27300516-b971-40a0-8fb4-817153b6bd47,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
0b9bbc56-6cf8-4551-bf1b-b1b6ae639885,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
fab4d410-81b7-4e48-ae8e-9185350b6576,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
01360747-364c-4cfb-ad59-87347e23c006,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,physicalStateInTransit,fibrous material,EPCRA,STATE_CA
bffd9d30-2e06-4e9c-907c-47c0015e71ab,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
bcaa9464-7d59-4554-873f-e4ef72ae2cc4,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
62fb8ea4-505a-418b-8396-0e9c5f8b71bb,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
a903c273-8679-4446-accb-5fb74c5954cb,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
0e9a4ff9-3442-405c-90c4-5e63786407b3,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
09bc2ff0-78d2-4f3b-8f7b-d74d2551fde4,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
ee2c4097-518c-44e1-88ab-471d745713a9,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,physicalStateInTransit,liquid,EPCRA,STATE_CA
36147344-f267-4b56-a960-73cac55ba818,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,annualWasteAmount,3600,EPCRA,STATE_CA
4936347a-63ec-4634-9283-5cb19c29e262,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
31342bf8-d675-4f54-b10f-cd498463cae9,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
8e1b4699-da95-4cfb-80c8-1940c3b59437,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,annualWasteAmount,50 gallons,EPCRA,STATE_CA
4db5d6fe-d5d4-4780-885a-110ab737f42c,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
42e33502-3ba4-4795-9360-5cbd3ee11d35,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
ef641061-d6c4-44a5-9955-73da83284f1c,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
f242f299-9f53-44fa-8793-5ee907be12cb,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,annualWasteAmount,300gallons,EPCRA,STATE_CA
73fea302-0d78-4bd5-bb33-364ad51cf04e,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,annualWasteAmount,100 gallons,EPCRA,STATE_CA
657cca70-1ff3-43ab-ad51-2aa37178bb48,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
7a8d4c4d-359c-4388-9fad-5c1d6a90fffe,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
e434f0d5-7b1b-4fd4-b1c9-309346d28165,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
21bcfdf2-79dc-436a-b2aa-34acec09f3b3,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
818d98c2-856a-476e-9fad-aae97d99a710,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,annualWasteAmount,n/a,EPCRA,STATE_CA
bed0386f-26ce-4e3d-8803-0e82bdc1d01d,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,stateWasteCode,n/a,EPCRA,STATE_CA
0eaec224-75c0-4935-a12c-cfb779d511bb,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,stateWasteCode,n/a,EPCRA,STATE_CA
bb5c0168-fef3-426f-9c99-0adceed6732d,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,stateWasteCode,221,EPCRA,STATE_CA
dd878693-a3df-4c06-8c85-5bd20e00a167,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,stateWasteCode,n/a,EPCRA,STATE_CA
75fdd26e-0580-4622-a604-9050105ae5d8,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,stateWasteCode,n/a,EPCRA,STATE_CA
bc47d190-016f-4cda-8c85-212690a45d9d,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,stateWasteCode,343,EPCRA,STATE_CA
f147dffa-5945-49c4-b761-03df5ebea7db,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,stateWasteCode,n/a,EPCRA,STATE_CA
0428ed25-e8cb-4945-ab1b-a776dd2f7c19,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,stateWasteCode,n/a,EPCRA,STATE_CA
c85928a7-7c22-4c29-a9d7-cde91c26c18a,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,stateWasteCode,n/a,EPCRA,STATE_CA
7fbf4def-ce24-4974-82d5-aa0dc945342e,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,stateWasteCode,n/a,EPCRA,STATE_CA
