Facility ID,Tenant ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature,Unnamed: 11
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,d69c6fe8-1fc8-460e-a9bc-3bbb3b80a8a4,637d0953-c5d0-5787-b5d6-ab226e7d31b7,6b3aaef5-539c-4d11-82c8-0f35fc9ce427,GALLONS,0.0,PLASTIC_BOTTLE,Inside shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,22ced5e2-b484-4c7c-8fbf-86254b504a74,aa01760e-43e1-5b70-aee8-f9746454008c,21889f4f-8018-4aec-8166-30ca1924b31d,GALLONS,0.0,PLASTIC_BOTTLE,Inside shelfs,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,29808729-17e8-4250-b38f-eadf3ddacfbb,4ee669ef-e629-552f-99c9-7cf59cae7ede,f2b164df-da67-44f9-a2b8-02ab4d9a2ca2,GALLONS,0.0,PLASTIC_BOTTLE,Inside workshop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,df081c55-9572-43d6-8a05-92060a5ec581,f1343129-818a-5381-b6a8-607631858bc4,46144ccc-720f-4172-b179-20fe90767db5,GALLONS,0.0,PLASTIC_BOTTLE,Inside shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,3ac0c3c0-f663-4ad8-9338-e56dfdc3fcbf,9d7cd86a-0d71-58df-9b2f-97e6b61ce6b3,e3f6489f-0d94-4d96-8649-e5ccb0a906d8,GALLONS,0.0,TANK_INSIDE_BUILDING,Inside shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,5643798c-cb09-4226-b83d-e0f8e4dc7830,ec29a610-670c-592f-b169-57cb4999050c,1b623b87-f17e-467f-afc1-f66ea7e7f4b3,GALLONS,0.0,PLASTIC_BOTTLE,Inside workshop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,98cde3e8-6039-4fc6-9b57-a1dae33594ab,5c8cb3e1-1b5c-5141-8f3f-7257a2d02494,fcae675a-aaa4-404a-ac98-087c014e5ad2,GALLONS,0.0,TANK_INSIDE_BUILDING,Inside workshop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,fd88b8d1-9c53-4e23-b3f5-3ae770634b9b,315859d2-8cb6-57d1-95c3-4c62b20dddfa,1b1ab3e1-3325-4cec-b375-2f80efa667c0,GALLONS,0.0,TANK_INSIDE_BUILDING,Inside shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,4c2167fb-e1dd-45d8-b59c-855d0c2fd4e4,12a42aee-6b3b-5a61-baf8-d3b4bd1082de,0898e00d-8f75-44b2-931b-84ffbfa08423,GALLONS,0.0,PLASTIC_BOTTLE,Inside service area,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,65f6a865-7a7a-4bc0-bc38-a2117e805df5,b37e69cf-cb89-5023-bed7-99224b096be9,85d414be-0179-4037-ab40-025ea706be96,GALLONS,0.0,PLASTIC_BOTTLE,Inside shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE,
