Facility Name,Company Name,Customer Facility Id,Tenant ID,Street Address Line 1,Street Address Line 2,Street Address City,Street Address State,Street Address Zip Code,Facility ID
Freeman Toyota,Freeman Motors,49b18507-9614-424b-8b9f-7b35efbb4ba1,5a9b2331-09e9-4bea-b35d-1556e4a160b2,2875 Corby Ave,,Santa Rosa,CA,95407,49b18507-9614-424b-8b9f-7b35efbb4ba1
Freeman Lexus,Freeman Motors,dcc55b73-0822-47e8-a18a-97561dbf735f,5a9b2331-09e9-4bea-b35d-1556e4a160b2,2550 S Jones Blvd,,Santa Rosa,CA,95407,dcc55b73-0822-47e8-a18a-97561dbf735f
Freeman Collision Center,Freeman Motors,b66a0187-e901-4d48-8539-4c9270e7180c,5a9b2331-09e9-4bea-b35d-1556e4a160b2,2828 Dowd Dr,,Santa Rosa,CA,95407,b66a0187-e901-4d48-8539-4c9270e7180c
